Type,Crop,Season,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Major,Pulses,Kharif,3.56,3.12,3.25,3.36,3.57,3.5,3.2137,2.833,3.32,3.25,3.72
Major,Foodgrains,Rabi,3.72,3.75,3.75,3.72,3.75,3.73,3.6707,3.703,3.77,3.78,0.73
Major,Oilseeds,Rabi,0.68,0.69,0.67,0.73,0.76,0.75,0.679,0.808,0.84,0.7,1.04
Major,Sugarcane,Total,1.02,1.03,1.05,1.04,1.08,1.21,1.205,1.245,1.24,1.22,1.62
Major,Cotton,Kharif,1.36,1.29,1.35,1.62,1.65,1.68,0.995,0.72,1.47,1.35,1.4
Major,Jute,Rabi,1.15,1.31,1.49,1.4,1.42,1.51,1.487,1.54,1.42,1.27,0.26
Major,Rice,Kharif,0.29,0.29,0.28,0.26,0.23,0.23,0.234,0.213,0.21,0.2,1.66
Major,Wheat,Total,1.67,1.62,1.66,1.66,1.56,1.68,1.4457,1.603,1.66,1.88,1.53
Major,Cereals,Kharif,1.54,1.52,1.52,1.53,1.57,1.52,1.47,1.518,1.54,1.55,4.45
Major,Pulses,Rabi,4.5,4.47,4.48,4.45,4.45,4.45,4.3651,4.226,4,4.03,2.62
Major,Foodgrains,,2.61,2.65,2.64,2.62,2.61,2.74,2.802,2.831,2.82,2.85,1.93
Major,Oilseeds,Kharif,1.4,1.87,2.05,1.93,1.79,1.93,1.8455,1.906,1.9,1.58,5.92
Major,Sugarcane,Rabi,5.95,5.34,5.58,5.92,5.71,6.03,5.1867,5.657,5.95,5.86,5.69
Major,Cotton,Kharif,5.86,5.78,5.78,5.69,5.72,5.94,5.6301,4.944,5.43,5.43,1.71
Major,Jute,Rabi,1.68,1.71,1.71,1.71,1.74,1.75,1.7521,1.7952,1.8,1.73,11872
,,,8953,9601,11704,11872,13324,14241,10538,14418,12900,10910,146.2
,,,154.6,135,146.2,146.2,158.1,163.9,215.8,234,NA,NA,2916
,,,3880,3470.7,3552.5,2916,3319,4008.5,4335.8,4737,4520,4560,4989.3
,,Kharif,5447.8,2472.2,3495.5,4989.3,4418.1,5590.3,3599.3,3102,7160,7340,5041.4
,,Kharif,5567.6,4383.3,5011.6,5041.4,5426.6,4391.8,4110.4,6159,6030,6610,130.3
,,Kharif,170.7,145.2,147.3,130.3,121.6,123.3,100.6,115,NA,NA,1390
,,Rabi,1277,1238.2,1298,1390,1474,1303,1292,1497,1790,1500,3371
,,Rabi,2790,3023,3210,3371,3613,3298,3625,3472,3760,3980,123.5
,,Rabi,120.6,122,112.1,123.5,121.5,118.3,105.9,129,131.6,134.3,554
Foodgrains,,,504.2,492.2,556.8,554,561.3,563.1,497.4,508,544.7,545.6,2967.8
Foodgrains,,Kharif,2310,1677,1558,2967.8,3336.4,3420.2,1538.4,1110,3130,3030,3446
Foodgrains,,Rabi,2550.3,3547,5744,3446,3717,3802,3691,4188,3960,3280,631
Foodgrains,,,570,667.1,629.9,631,528.5,590.3,598.3,523,570,530,1368.4
Foodgrains,,Kharif,1750.3,1169,1656.3,1368.4,1461.9,1559.7,1260.6,1772,2230,2780,2569
Foodgrains,,Rabi,2835,2164,2695,2569,2996,2284,2183,2696,2840,3040,386.1
Foodgrains,Rice,,381.2,435.9,388.1,386.1,406.2,397,319.9,522,NA,NA,200.2
Foodgrains,Rice,Kharif,200.7,193.7,151.9,200.2,200,203.9,206.7,206.7,NA,NA,29.5
Foodgrains,Rice,Rabi,114.6,104.1,99.2,29.5,15.7,46,44.4,47,NA,NA,263.5
Foodgrains,Wheat,Rabi,248,259.8,263.1,263.5,290.6,345.1,240.3,381,NA,NA,6824.7
Foodgrains,Jowar,Total,6733.7,6466,6859,6824.7,7540.7,6812.7,6917.5,6828,6830,7640,10138
Foodgrains,Jowar,Kharif,9656,10437,10193,10138,10489,11000,11236,10837,10540,11370,169.8
Foodgrains,Jowar,Rabi,164.8,150.4,153,169.8,259.6,241.1,228.3,266,253.4,222.5,21.5
Foodgrains,Bajra,Kharif,21.2,21.6,21.5,21.5,22.9,21.7,24.3,21,NA,NA,6610.6
Foodgrains,Maize,Total,3222.8,5062.2,5220,6610.6,5040.2,5182.7,5665.2,5792,7460,4400,620.5
Foodgrains,Maize,Kharif,516.6,545.1,552.9,620.5,624.6,627.1,640,703,NA,NA,149.1
Foodgrains,Maize,Rabi,135.2,136.6,140,149.1,133.9,131.5,123.1,129.7,NA,NA,11124
Foodgrains,Pulses,,13018.8,9555.6,11133.7,11124,11780,13097,10807.1,11992,14020,14410,556
Foodgrains,Pulses,Kharif,569,572,590,556,593,582,608,550,599,581,14745.9
Foodgrains,Pulses,Rabi,14662.3,14884.8,14510.8,14745.9,14719.5,15037.2,14340.7,13046,14610,14960,2984
Foodgrains,Tur,Kharif,3009,3111,2939,2984,3344,3246,3062,3036,3146,3126,1332
Foodgrains,Gram,Rabi,1534,1460,1468,1332,1428,1614,1737,1844,1780,2036,1486
Oilseeds,,,1523,792,1075,1486,1237,1599,1120,1095,2157,2258,1354
Oilseeds,Groundnut,,1454,1170,1337,1354,1446,1176,1120,1665,1599,1749,1894
Oilseeds,Rapeseed,Rabi,1891,1806,1949,1894,1942,1744,1903,1852,2131,2143,3238
Oilseeds,Soyabean,Kharif,2749,2941,3051,3238,3361,2726,3008,2776,3032,3262,1828
Oilseeds,Sunflower,,1695,1305,1150,1828,2018,2031,1546,1542,2129,2244,2470
Other,Cotton,,2375,2712,3868,2470,2625,2511,2482,2721,2789,2583,2390
Other,Jute,,1983,2301,2284,2390,2310,2519,2557,2476,2714,2650,824
Other,Onion,,1018,720,999,824,938,927,872,1106,1343,1479,1680
Other,Potato,,1853,1425,1779,1680,1903,1501,1485,1776,1844,1961,1534
Other,Sugarcane,,1496,1446,1531,1534,1694,1529,1585,1615,1708,1896,3868
Foodgrains,,,3694,3943,3858,3868,4019,4022,4010,3830,3738,3989,3423
Foodgrains,,Kharif,2308,2703,2546,3423,2817,2683,3070,3031,3926,2785,1879
Foodgrains,,Rabi,2187,1790,1996,1879,2063,2171,2084,2118,2356,2459,2593
Foodgrains,Cereals,,2504,2574,2509,2593,2573,2533,2547,2642,2691,2755,27.99
Foodgrains,Production,Kharif,NA,26.38,26.48,27.99,28.04,27.75,28.46,29.07,29.86,30,75.81
Foodgrains,Production,Rabi,72.16,68.64,69.35,75.81,78.57,80.68,80.8,86.87,94.88,92.46,2708
Foodgrains,Rice,,NA,2602,2619,2708,2802,2907,2839,2989,3131,3117,0.06
Foodgrains,Rice,Kharif,0.07,0.06,0.05,0.06,0.06,0.05,0.0584,0.045,0.05,0.05,2.05
Foodgrains,Rice,Rabi,2.12,2.03,2,2.05,2.16,2.16,2.1933,2.104,2.14,2.22,1.2
Foodgrains,Wheat,Rabi,0.76,0.73,0.92,1.2,1.27,1.09,0.878,1.274,1.35,1.05,2.38
Foodgrains,Jowar,Total,2.3,2.32,2.3,2.38,2.46,2.46,2.492,2.515,2.52,2.5,0.36
Foodgrains,Jowar,Kharif,0.36,0.36,0.36,0.36,0.37,0.36,0.3525,0.357,0.36,0.36,0.26
Foodgrains,Jowar,Rabi,0.26,0.25,0.25,0.26,0.28,0.28,0.2889,0.291,0.3,0.3,0.08
Foodgrains,Bajra,Kharif,0.08,0.06,0.06,0.08,0.09,0.1,0.0997,0.096,0.16,0.16,0.27
Foodgrains,Maize,Total,0.23,0.24,0.25,0.27,0.28,0.27,0.283,0.255,0.23,0.23,3.99
Foodgrains,Maize,Kharif,4.05,4.14,3.69,3.99,3.74,3.79,4.2759,4.341,4.89,5.3,1.23
Foodgrains,Maize,Rabi,0.67,0.76,0.93,1.23,1.25,1.02,1.081,1.307,0.84,0.59,3.47
Foodgrains,Pulses,,3.44,3.48,3.47,3.47,3.49,3.53,3.522,3.51,3.53,3.52,2.56
Foodgrains,Tur,Kharif,2.1,2.01,2.12,2.56,2.59,2.29,2.3942,2.479,2.94,2.82,9.2
Foodgrains,Gram,Rabi,9.15,9,9.16,9.2,9.12,9.51,9.668,9.637,9.73,9.73,0.39
Foodgrains,Pulses,Kharif,0.4,0.39,0.4,0.39,0.4,0.4,0.395,0.379,0.37,0.36,0.35
Foodgrains,Pulses,Rabi,0.43,0.4,0.37,0.35,0.35,0.31,0.3159,0.317,0.32,0.32,0.14
Oilseeds,,,0.16,0.15,0.15,0.14,0.13,0.14,0.1592,0.162,0.13,0.14,6.3
Oilseeds,Groundnut,,6.3,8.7,6.1,6.3,5.3,5.2,4.8,6,NA,NA,67
Oilseeds,Rapeseed,Rabi,73,68.1,53.7,67,71,54.6,63.5,53,60,60,3911.4
Oilseeds,Soyabean,Kharif,3688.9,3263.4,3239,3911.4,4450.4,4410,4570.8,4098,4730,5380,91.7
Oilseeds,Sunflower,,108.6,82.4,90.7,91.7,98.8,92.5,121.9,127,128.6,141.3,NA
Cash,Cotton,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000
Cash,Jute,,2036.5,1805.5,2473,3000,3838,2593,2352,4020,4070,3140,10055
Cash,Onion,,9114,9058,8857,10055,10236,10808.2,10500,11630,12690,11120,501.6
Cash,Potato,,498,684,679,501.6,504.4,547.3,327.1,547,600,540,492.2
Cash,Sugarcane,,459.4,474.4,444,492.2,495.9,483.6,289.9,446,500,420,128.9
Foodgrains,,,118,150,77.7,128.9,139.9,153.9,173.2,158,300,270,205
Foodgrains,,Kharif,96.2,179,217,205,261,247,251,279,190,170,NA
Foodgrains,,Rabi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7325.9
Foodgrains,,,7364.6,7176.6,5957.7,7325.9,6032.5,6521.9,8410,7627,11540,13130,1631.1
Foodgrains,,Kharif,778,1016,1300,1631.1,2078.7,1516,1740,2301,1310,880,NA
Foodgrains,,Rabi,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1.2
Foodgrains,Rice,,1.5,1.6,1.2,1.2,1.1,0.7,0.7,0.7,NA,NA,NA
Foodgrains,Rice,Kharif,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3
Foodgrains,Rice,Rabi,20,13,1.9,1.3,1.6,2.1,2.4,5,NA,NA,5.8
Foodgrains,Wheat,Rabi,7.5,5,4.5,5.8,8.7,7.4,5.8,4,2.7,2.1,14596
Foodgrains,Jowar,Total,14489,14698,14493,14596,15720,15733,15169,16472,17280,16110,7055.8
Foodgrains,Jowar,Kharif,5875.8,5706.6,5865.3,7055.8,7124.9,7287,7500.9,7215,9320,8950,9
Foodgrains,Jowar,Rabi,8.1,8.3,9,9,4.5,7.8,5.9,3,NA,NA,NA
Foodgrains,Bajra,Kharif,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.8
Foodgrains,Maize,Total,5.1,2.8,2.9,1.8,NA,1.2,1.3,1.3,NA,NA,78.8
Foodgrains,Maize,Kharif,103.3,72.1,80.5,78.8,79.2,75.5,93.7,111,NA,NA,25031
Foodgrains,Maize,Rabi,25566.7,22513.9,24073.8,25031,25679,28554,27518,30001,30290,30300,801
Foodgrains,,,745,803,645,801,814,797,845,878,880,840,799.9
Foodgrains,,Kharif,985.7,841.5,773.5,799.9,917.3,764.5,846.7,874,870,910,1117
Foodgrains,,Rabi,1043,1066,1074,1117,1268,1090,1087,1179,1147,1188,1908
Foodgrains,Tur,Kharif,1776,1609,1617,1908,2058,2043,2084,1948,2206,2427,2498
Foodgrains,Gram,Rabi,2681,2482,2700,2498,3013,2377,2679,3155,3014,2986,4232
Oilseeds,,,3937,3901,3844,4232,4158,4390,4213,4624,5030,4452,1385
Oilseeds,Groundnut,,1380,1890,1894,1385,1376,1520,928,1530,1671,1514,1893
Oilseeds,Rapeseed,Rabi,1804,1910,1790,1893,1782,1735,1003,1535,1689,1404,1529
Oilseeds,Soyabean,Kharif,552,2381,1340,1529,1621,1541,1738,1642,1908,1716,762
Oilseeds,Sunflower,,415,740,858,762,946,918,887,1094,858,735,1835
Cash,Cotton,,1800,1735,1613,1835,1612,1723,1967,1757,2360,2478,1325
Cash,Jute,Rabi,1170,1344,1393,1325,1659,1483,1610,1761,1558,1473,4210
Cash,Onion,Kharif,4207,4221,4179,4210,4507,4462,4307,4693,4898,4573,2751
Cash,Potato,Rabi,2794,2839,2762,2751,2749,3175,3133,2910,3175,3175,2721
Cash,Sugarcane,,2794,2502,2627,2721,2817,3002,2846,3113,3113,3113,2049
Foodgrains,,,1877,2038,1633,2049,2050,2003,2139,2316,2379,2341,2282
Foodgrains,,Kharif,2315,2103,2109,2282,2602,2490,2680,2760,2765,2817,28.71
Foodgrains,,Rabi,NA,29.03,29.04,28.71,28.48,27.45,27.68,28.34,26.42,24.8,33.92
Foodgrains,Rice,,37.6,33.47,34.07,33.92,40.75,40.04,33.55,43.4,42.01,40.08,1182
Foodgrains,Rice,Kharif,NA,1153,1172,1182,1431,1459,1212,1531,1590,1626,1.3
Foodgrains,Rice,Rabi,1.64,1.37,1.39,1.3,1.28,1.27,1.28,1.14,1.25,1.41,0.69
Foodgrains,Wheat,Rabi,0.65,0.66,0.7,0.69,0.69,0.68,0.66,0.69,0.71,0.72,0.33
Foodgrains,Jowar,,0.37,0.35,0.35,0.33,0.32,0.28,0.27,0.28,0.27,0.26,1.63
Foodgrains,Jowar,Kharif,1.77,1.6,1.61,1.63,1.57,1.44,1.4,1.55,1.59,1.25,0.76
Foodgrains,Jowar,Rabi,0.77,0.71,0.72,0.76,0.77,0.76,0.71,0.78,0.69,0.52,0.33
Foodgrains,Bajra,Kharif,0.34,0.36,0.33,0.33,0.33,0.33,0.32,0.33,0.32,0.31,0.37
Foodgrains,Maize,,0.35,0.36,0.35,0.37,0.35,0.36,0.36,0.35,0.35,0.35,0.29
Foodgrains,Maize,Kharif,0.25,0.25,0.22,0.29,0.29,0.26,0.21,0.25,0.23,0.25,3.41
Foodgrains,Maize,Rabi,3.66,3.91,3.88,3.41,3.8,3.59,3.71,3.65,3.48,3.59,2.02
Foodgrains,Ragi,Kharif,2.34,2.19,2.04,2.02,1.96,1.89,1.8,1.76,1.77,1.64,6.86
Foodgrains,Millets,Kharif,6.49,6.95,6.87,6.86,6.32,5.79,6.19,6.17,5.2,4.69,0.16
Foodgrains,Barley,Rabi,0.17,0.18,0.17,0.16,0.17,0.16,0.17,0.21,0.19,0.18,0.18
Foodgrains,Cereals,,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.15,0.14,0.15,6.82
Foodgrains,Cereals,Kharif,7.9,6.37,6.77,6.82,7.02,7.1,7.23,7.7,6.91,5.98,0.7
Foodgrains,Cereals,Rabi,0.95,0.82,0.74,0.7,0.7,0.72,0.65,0.63,0.64,0.7,2.2
Foodgrains,Cereals,,2.39,2.15,2.15,2.2,2.1,1.99,1.93,2.06,2.03,2,0.26
Foodgrains,Cereals,Kharif,0.3,0.29,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.11
Foodgrains,Cereals,Rabi,0.06,0.07,0.07,0.11,0.1,0.11,0.11,0.1,0.11,0.12,3.7
Foodgrains,Tur,Kharif,0.22,0.25,4.13,3.7,0.27,0.26,0.26,0.37,0.29,0.27,3001
Foodgrains,Pulses,Kharif,3498,2771,3862,3001,4274,4716,3318,4348.8,4230,5440,84.9
Foodgrains,Gram,Rabi,75.8,76.4,80.3,84.9,76.8,77.7,NA,NA,NA,NA,18
Foodgrains,Pulses,Kharif,18,18,17.6,18,17,15.4,17,17,16,17,1759.7
Foodgrains,Pulses,Rabi,1513.3,1501.9,1405.5,1759.7,1498.5,1751.3,1508.1,1338.2,1650,2370,178.3
Foodgrains,Pulses,Kharif,212.9,189.5,159.3,178.3,229.7,184.4,181.8,205.4,210,240,0.8
Foodgrains,Pulses,Rabi,1.2,1.1,1,0.8,0.7,0.8,NA,NA,NA,NA,1516
Oilseeds,,,2635.4,1734.5,1836,1516,2151,1976,1600,1755.2,2230,2070,1197
Oilseeds,Mesta,Kharif,1146,882,813,1197,1357,1329.4,1132,1369,1390,1000,728.2
Oilseeds,Mustard,Rabi,771.8,788.2,570.7,728.2,896.2,712.1,563.5,713.5,750,670,512.3
Oilseeds,Groundnut,,552.7,517.3,467.7,512.3,499.5,660.4,513.3,550.7,530,540,332
Oilseeds,Groundnut,Kharif,342,324.1,259.6,332,386.4,333.9,216.9,268.2,330,410,5055
Oilseeds,Groundnut,Rabi,3346.4,5977,6564,5055,6943,6254,5895,7501,6810,6150,1.1
Oilseeds,Castorseed,Kharif,4,0.9,1.5,1.1,2.8,1.7,0.9,0.7,0.6,0.3,1849.6
Oilseeds,Sesamun,Kharif,3353.8,2330,2348.4,1849.6,2122.5,2149.9,2041.2,2166.3,2470,2530,6141
Oilseeds,Nigerseed,Kharif,4750,5696.7,6087,6141,7093,5971.6,6293.3,6959,6120,4360,7.9
Oilseeds,Rapeseed,Rabi,7.5,8.9,7.9,7.9,8.4,11.5,1836,1516,2151,1976,27.2
Oilseeds,Linseed,Rabi,28.1,26.3,26.4,27.2,27.4,27.8,813,1197,1357,1329.4,21
Oilseeds,Safflower,Rabi,20.3,15.7,22.7,21,0.7,9.3,570.7,728.2,896.2,712.1,126.4
Oilseeds,Sunflower,,108.3,105.5,120.1,126.4,139.4,127.3,467.7,512.3,499.5,660.4,162.4
Oilseeds,Sunflower,Kharif,143,169.1,159.9,162.4,210.4,191.7,259.6,332,386.4,333.9,552
Oilseeds,Sunflower,Rabi,545,504,472,552,583.1,575.1,6564,5055,6943,6254,5501.9
Oilseeds,Soyabean,Kharif,9674.8,4956.4,4528.6,5501.9,7121.4,7325.7,1.5,1.1,2.8,1.7,63.7
Commercial,Cotton,Kharif,63.8,67.4,63.7,63.7,72.6,66.2,7.9,7.9,8.4,11.5,1361.9
Commercial,Jute,Kharif,983,868,730.2,1361.9,1357.1,1755.1,26.4,27.2,27.4,27.8,2.4
Commercial,Mesta,Kharif,2.2,3,2.2,2.4,2.1,2,22.7,21,0.7,9.3,17.8
Commercial,Jute,Rabi,13,20,17.5,17.8,16,19,120.1,126.4,139.4,127.3,3084.4
Commercial,Sugarcane,Rabi,3260.7,3391.8,2971.2,3084.4,3058.9,3080.2,159.9,162.4,210.4,191.7,344
Plantation,Potato,Rabi,381,358,323,344,339,347,297,334,330,340,274.7
Plantation,Onion,,150,162,150.3,274.7,265.8,365.4,404,407.9,380,630,2305
Plantation,Tobacco,Kharif,2139,2026,2772,2305,3336,3713,2586,3895,3384,3858,2555
Plantation,Coconut,Rabi,2275,2293,2021,2555,2185,2577,2277,2145,2324,3292,537
Plantation,Cashewnut,,618,535,460,537,712,657,669,821,778,923,928
Major,Rice,Kharif,1492,1083,1142,928,1373,1371,1140,1355,1403,1656,1567
Major,Wheat,Rabi,1494,1249,1124,1567,1762,1760,1592,1756,2014,1923,2180
Major,Cereals,,2298,2170,1715,2180,2689,2166,1737,2121,2344,2161,1396
Major,Pulses,Kharif,1557,1437,1344,1396,1440,1819,1438,1571,1514,1543,1126
Major,Foodgrains,Rabi,1390,1291,1165,1126,1349,1266,1043,1120,1435,1640,1481
Major,Oilseeds,Rabi,943,1530,1693,1481,1829,1742,1591,2151,1957,1713,918
Major,Sugarcane,Total,1446,1062,1150,918,1082,1140,1136,1233,1395,1543,895
Major,Cotton,Kharif,797,820,887,895,1122,1031,1017,1186,1177,930,1025
Major,Jute,Rabi,856,933,968,1025,1219,1180,1357,1714,1368,1611,3033
Major,Rice,Kharif,2904,2714,2697,3033,3311,3284,3315,3600,3929,3533,807
Major,Wheat,Total,1224,778,669,807,1015,1031,541,1051,1080,1156,1951
Major,Cereals,Kharif,1095,1054,985,1951,1943,2424,2516,2476,3625,2357,1404
Major,Pulses,Rabi,1366,1577,1383,1404,1454,1550,1541,1563,1759,1845,1318
Major,Foodgrains,,1274,1222,1188,1318,1319,1280,1160,1328,1320,1360,2589
Major,Oilseeds,Kharif,1905,2443,2132,2589,2729,3319,3531,3700,3455,5250,1320
